Year,Month,Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2020,1,1,17.24,15.32,17.24,17.88,18.84,19.79,22.03,23.94,24.58,23.94,21.07,18.2,17.24,17.56,14.05,15,14.37,22.67,23.3,23.94,23.3,22.35,21.71,21.39
2020,1,2,21.39,21.07,21.07,21.39,21.39,21.71,22.03,23.3,23.94,23.94,23.94,23.94,23.94,23.94,23.3,22.99,22.35,23.3,23.3,22.99,22.67,22.03,20.75,20.43
2020,1,3,19.79,16.92,14.69,14.69,15.96,16.92,16.6,18.52,20.75,22.03,22.67,21.07,23.62,23.3,22.99,22.99,22.67,21.07,21.07,22.35,22.99,22.35,22.03,22.03
2020,1,4,18.2,14.69,12.13,13.41,15.64,15.32,13.73,16.28,16.6,16.28,16.28,18.52,21.39,23.3,22.67,22.67,21.39,23.3,22.67,20.43,16.92,15.96,15.64,15
2020,1,5,15,14.69,14.69,14.69,14.69,15,15,16.92,18.84,17.88,19.79,22.99,22.99,23.3,22.35,22.67,22.35,18.2,18.52,20.11,22.03,22.35,22.03,21.07
2020,1,6,19.15,18.52,18.2,15.64,16.28,16.28,17.56,18.84,18.84,18.84,18.84,18.84,19.79,20.75,20.43,20.11,18.84,20.43,20.75,20.75,20.11,18.52,17.88,17.56
2020,1,7,15.64,14.69,14.69,15,15.32,15.96,16.6,18.2,18.84,18.84,18.52,18.52,18.52,18.52,17.56,17.24,16.6,17.88,17.88,17.56,17.24,16.6,15.96,15.32
2020,1,8,19.47,16.6,16.28,19.79,22.03,22.67,22.99,23.3,19.15,19.15,18.84,18.84,18.52,18.52,17.24,17.24,16.92,17.88,18.2,17.88,17.56,16.6,15.96,15.32
2020,1,9,15,15,15,15,15.64,16.92,18.84,21.39,23.3,23.94,24.58,23.62,21.39,20.43,16.6,21.39,18.2,20.75,23.62,23.3,22.67,22.03,21.39,20.75
2020,1,10,18.52,18.2,19.15,20.75,21.07,21.39,20.11,21.07,21.07,20.43,21.07,22.03,23.3,23.62,22.67,25.22,22.35,22.99,22.67,22.35,22.35,22.35,21.07,20.75
2020,1,11,21.07,21.39,21.07,20.75,21.39,21.71,21.39,22.99,25.22,24.9,20.75,23.94,32.56,33.2,26.18,30.97,22.03,23.3,22.99,22.67,22.03,21.71,19.47,19.79
2020,1,12,18.2,19.15,16.28,15.32,16.6,17.24,17.88,20.43,21.71,21.71,22.99,22.99,22.99,23.3,22.35,24.58,21.71,22.67,22.67,22.35,22.35,22.03,21.71,21.71
2020,1,13,21.39,21.07,21.07,20.75,21.39,22.03,22.99,24.26,23.62,22.67,23.3,21.71,21.39,21.07,22.35,25.86,22.67,20.11,19.15,21.39,18.84,17.88,18.2,16.28
2020,1,14,16.92,15.96,15.32,15.32,15.96,16.6,18.84,20.43,19.47,19.47,19.15,18.84,19.79,20.43,22.03,24.58,22.35,21.07,22.35,22.67,23.3,22.67,22.67,22.35
2020,1,15,21.39,21.71,20.75,21.07,22.35,22.03,23.62,24.58,24.58,29.05,31.29,31.92,31.29,28.73,24.58,23.3,19.47,14.69,14.69,14.69,14.05,13.09,11.81,11.81
2020,1,16,10.85,11.17,15.32,20.75,21.07,21.71,22.99,24.58,24.58,24.58,24.9,24.26,23.94,23.94,23.3,25.86,24.58,23.62,23.3,21.07,19.79,19.79,16.6,15.64
2020,1,17,15.32,15.32,15.32,15.32,15.64,16.6,17.24,18.84,19.47,19.15,19.15,18.84,18.52,18.52,17.24,20.11,31.61,17.56,18.2,17.56,18.52,18.84,20.11,19.79
2020,1,18,18.84,21.07,21.07,21.71,21.71,22.35,22.67,23.94,24.26,24.58,23.62,22.35,21.07,20.43,18.2,18.84,15.96,14.37,14.69,13.73,14.37,15,15.32,17.56
2020,1,19,16.28,15.96,16.6,16.28,15.32,15.64,17.56,20.11,20.75,21.39,19.79,17.88,18.2,17.88,15.96,18.2,15,18.52,21.39,22.03,23.3,22.67,22.03,21.39
2020,1,20,21.39,21.07,20.75,21.07,21.07,21.71,22.67,23.94,24.26,24.26,24.58,22.99,20.11,19.15,16.28,18.52,17.24,15.64,15.96,15.96,15.64,15.96,17.56,18.52
2020,1,21,19.15,18.52,18.2,17.56,19.47,21.07,22.35,23.62,24.9,24.9,24.58,24.9,22.67,22.03,22.67,25.54,24.26,23.94,23.62,23.62,22.99,22.67,22.03,21.71
2020,1,22,21.39,21.39,21.39,21.39,21.71,22.35,22.99,24.26,23.94,23.94,24.26,24.9,22.99,21.71,20.11,24.26,23.3,23.62,23.3,23.3,22.67,19.79,21.39,18.2
2020,1,23,20.75,20.75,18.84,15.64,15.32,15.96,16.92,18.52,19.15,18.84,19.79,19.79,19.15,19.47,19.79,23.62,23.94,23.62,23.94,23.3,22.67,22.03,18.84,16.92
2020,1,24,15.32,16.28,18.84,20.43,20.75,21.71,22.03,19.47,24.26,19.15,18.84,18.84,21.07,19.15,18.52,22.99,23.62,22.99,22.67,17.56,17.24,17.88,20.11,21.07
2020,1,25,21.07,21.07,20.75,21.71,21.39,21.07,17.56,17.88,18.52,18.52,18.2,18.2,17.88,17.56,16.6,19.47,17.88,21.07,19.15,18.52,17.24,16.28,15.64,15.32
2020,1,26,15,15,15,15,15,15.32,17.24,21.07,22.99,20.11,22.67,23.3,23.62,23.94,22.35,24.58,22.67,22.03,22.99,20.75,19.47,18.2,16.6,15
2020,1,27,15,14.69,14.69,15,15.32,15.96,16.92,18.52,18.84,18.84,18.84,18.84,18.52,18.52,17.24,20.11,18.52,21.07,19.47,17.56,17.24,16.6,15.64,15
2020,1,28,14.69,14.69,14.69,14.69,15,15.64,16.28,18.2,20.43,22.99,23.62,24.26,24.26,24.26,23.62,24.58,23.94,23.3,22.67,23.62,20.11,19.79,19.15,15
2020,1,29,14.69,14.69,14.69,14.69,15,15.64,16.28,18.2,18.84,18.84,18.84,18.84,18.52,18.52,17.24,20.11,18.52,18.2,17.88,17.56,16.92,17.56,18.52,17.88
2020,1,30,15.32,14.69,14.69,14.69,15,15.96,16.6,18.2,18.84,18.84,19.47,20.43,23.3,23.62,23.3,25.54,21.39,22.67,22.67,22.67,19.79,18.2,19.47,17.88
2020,1,31,16.92,20.43,20.43,20.75,21.39,22.03,22.99,22.67,24.26,22.99,19.47,16.6,16.92,15.64,14.05,18.52,20.75,16.92,23.62,22.67,22.03,21.71,21.39,20.11
2020,2,1,18.84,16.92,15.64,18.2,16.6,14.69,15,16.92,17.88,17.88,17.88,18.52,21.39,17.56,16.28,19.47,20.75,17.24,18.52,19.47,21.71,21.07,19.15,17.56
2020,2,2,16.92,16.92,16.92,15.96,15.96,16.28,18.52,18.2,19.79,22.03,23.3,23.3,23.94,22.67,17.24,17.24,14.05,11.81,16.6,15.96,15.64,19.79,20.11,21.71
2020,2,3,21.71,21.39,21.07,21.39,21.71,22.35,24.58,23.94,24.58,24.9,23.62,20.43,21.07,22.35,19.79,20.11,17.24,13.73,14.37,14.37,14.37,13.73,12.77,10.85
2020,2,4,10.54,10.22,10.22,10.22,10.85,12.45,15.96,15.32,16.28,16.28,15.96,15.32,15.32,15.32,13.73,16.92,14.69,14.05,20.43,22.35,22.99,22.35,22.35,22.03
2020,2,5,21.71,21.39,21.07,21.07,21.39,22.03,23.94,23.62,23.94,24.26,24.58,22.67,19.47,17.56,15.64,18.2,15.64,13.73,14.69,15.64,16.28,16.92,14.69,14.37
2020,2,6,16.28,17.56,18.84,20.11,20.43,20.75,23.3,22.99,23.94,23.94,22.99,22.99,22.35,22.67,22.35,24.58,23.3,15.32,20.11,20.75,20.43,20.75,20.75,21.07
2020,2,7,21.71,21.39,21.07,20.75,20.75,21.39,23.3,22.99,23.62,23.94,24.26,24.26,23.94,23.94,22.99,25.22,23.94,22.99,23.3,22.99,22.99,22.35,22.35,21.71
2020,2,8,20.11,18.84,17.24,16.6,15.96,16.6,18.84,18.84,19.47,18.52,15.96,15,14.69,14.69,13.09,16.92,14.37,12.13,12.77,12.45,12.77,12.13,11.81,11.17
2020,2,9,10.85,10.85,10.22,9.9,9.9,10.54,14.05,13.41,14.37,14.69,14.37,14.05,14.37,13.73,12.45,15.96,14.05,12.13,12.77,12.77,12.77,12.77,12.45,12.45
2020,2,10,12.13,11.81,13.41,13.41,14.69,17.56,19.47,19.79,21.39,22.99,22.03,20.75,23.3,24.58,23.62,25.86,24.58,22.99,20.75,18.2,18.84,20.11,20.11,21.07
2020,2,11,21.71,20.75,20.11,20.43,21.07,22.35,24.26,23.94,24.58,23.3,22.35,19.79,16.6,15.32,15.64,17.56,15.32,14.05,15.96,18.52,18.84,19.79,20.11,20.11
2020,2,12,20.11,20.43,20.75,20.75,21.07,21.07,22.99,22.99,26.82,27.77,22.67,22.03,20.11,17.24,14.37,17.56,15,13.73,15.32,15.32,15.32,15.64,16.92,16.6
2020,2,13,13.73,13.73,14.37,15,15.64,14.69,18.84,20.11,21.07,22.03,22.67,22.67,22.99,23.3,22.03,25.22,24.58,23.3,22.99,20.11,19.15,18.84,18.84,19.47
2020,2,14,20.43,20.11,19.47,18.84,19.47,20.75,23.3,23.3,27.46,28.73,28.73,31.92,30.97,30.97,32.24,24.9,24.26,22.99,23.3,22.99,22.67,22.35,22.35,22.03
